,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
1434,1434, vital manufacturing economy and agriculture industry,COURTNEY JOSEPH D,2,economy ,"['__label__2', 0.9967369437217712, '', '']","['__label__2', 0.9967369437217712]","['', '']",2,0.9967369437217712,,,against,0.5742713212966919,2,economy 
1435,1435, and workforce and regional economy in jeopardy,COURTNEY JOSEPH D,2,economy ,"['__label__2', 0.9978272914886475, '', '']","['__label__2', 0.9978272914886475]","['', '']",2,0.9978272914886475,,,for,0.8846279382705688,2,economy 
1436,1436, courtney secured seed money for eb to begin design work on new subs,COURTNEY JOSEPH D,2,economy ,"['__label__2', 0.8558611869812012, '', '']","['__label__2', 0.8558611869812012]","['', '']",2,0.8558611869812012,,,for,0.8929620981216431,2,economy 
1437,1437, eliminating tariffs hurt local businesses and working to grow made in america jobs,COURTNEY JOSEPH D,2,economy ,"['__label__1', 0.5544804334640503, '', '']","['__label__1', 0.5544804334640503]","['', '']",1,0.5544804334640503,,,for,0.742685079574585,1,occupation
1438,1438, member of houses education committee,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9963027834892273, '', '']","['__label__4', 0.9963027834892273]","['', '']",4,0.9963027834892273,,,for,0.7446048259735107,4,education
1439,1439, afghanistan six female students from wartorn afghanistan hoped to participate in international robotics competition in united states month to watch via video link after visas denied not once,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9450047016143799, '', '']","['__label__4', 0.9450047016143799]","['', '']",4,0.9450047016143799,,,for,0.5568901300430298,4,education
1440,1440, and group of students warned friday,COURTNEY JOSEPH D,4,education,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8287222981452942,,
1441,1441,college education one of most valuable investments family make,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9905974268913269, '', '']","['__label__4', 0.9905974268913269]","['', '']",4,0.9905974268913269,,,against,0.6071120500564575,4,education
1442,1442,joe knows important to combat growing student loan debt to help students and middleclass families,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9855064153671265, '', '']","['__label__4', 0.9855064153671265]","['', '']",4,0.9855064153671265,,,for,0.845582127571106,4,education
1443,1443, us rep joe courtney and assorted school officials and media toured classrooms to see nationallyrecognized blue ribbon award school operates,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9916942119598389, '', '']","['__label__4', 0.9916942119598389]","['', '']",4,0.9916942119598389,,,against,0.5097851753234863,4,education
1444,1444, today introduced bill would allow schools to offer lowfat flavored milk with no more than calories per ounce serving as well as fatfree flavored milk in federal school lunch and breakfast programs,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9566442370414734, '', '']","['__label__4', 0.9566442370414734]","['', '']",4,0.9566442370414734,,,against,0.5189514756202698,4,education
1445,1445,bill allows individual schools and school districts to determine,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9982553720474243, '', '']","['__label__4', 0.9982553720474243]","['', '']",4,0.9982553720474243,,,for,0.5893221497535706,4,education
1446,1446, not student loan companies,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9993638396263123, '', '']","['__label__4', 0.9993638396263123]","['', '']",4,0.9993638396263123,,,for,0.7431303262710571,4,education
1447,1447,department of education may issue statement federal law prohibits state governments from regulating companies collect student debt,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9987651705741882, '', '']","['__label__4', 0.9987651705741882]","['', '']",4,0.9987651705741882,,,for,0.6717789769172668,4,education
1448,1448, serves on house education and workforce committee,COURTNEY JOSEPH D,4,education,"['__label__4', 0.9914325475692749, '', '']","['__label__4', 0.9914325475692749]","['', '']",4,0.9914325475692749,,,for,0.9493021368980408,4,education
1449,1449, joined students and community,COURTNEY JOSEPH D,4,education,"['__label__4', 0.8933194279670715, '', '']","['__label__4', 0.8933194279670715]","['', '']",4,0.8933194279670715,,,for,0.9879370331764221,4,education
1450,1450, worldclass institutions of higher education,COURTNEY JOSEPH D,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.8655152320861816,4,education
1451,1451,contribute to campaign,COURTNEY JOSEPH D,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7099693417549133,3,election 
1452,1452,of remarkable things learned election year,COURTNEY JOSEPH D,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.50921231508255,,
1453,1453, courtney proven as effective advocate for eastern connecticut in house of representatives,COURTNEY JOSEPH D,3,election ,"['__label__3', 0.9905974268913269, '', '']","['__label__3', 0.9905974268913269]","['', '']",3,0.9905974268913269,,,for,0.991185188293457,3,election 
1454,1454,lets get to work and win critical election,COURTNEY JOSEPH D,3,election ,"['__label__3', 0.6370407938957214, '', '']","['__label__3', 0.6370407938957214]","['', '']",3,0.6370407938957214,,,for,0.9780193567276001,3,election 
1455,1455,house democrats poised to advance flood of proposals designed to address problems dogging president obamas signature healthcare law move puts pressure on republican and democratic leaders alike,COURTNEY JOSEPH D,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7159138321876526,,
1456,1456,just didnt schedule hearing or vote for purely political reasons,COURTNEY JOSEPH D,3,election ,"['__label__3', 0.9954004287719727, '', '']","['__label__3', 0.9954004287719727]","['', '']",3,0.9954004287719727,,,against,0.886414647102356,3,election 
1457,1457,realtors for connecticut pac formed and run directly by connecticut association of realtors,COURTNEY JOSEPH D,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8180810809135437,,
1458,1458,voice vote on bill substantial win for environmentalists,COURTNEY JOSEPH D,3,election ,"['__label__3', 0.994455099105835, '', '']","['__label__3', 0.994455099105835]","['', '']",3,0.994455099105835,,,for,0.7918834090232849,3,election 
1459,1459,in final stretch before election day,COURTNEY JOSEPH D,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5384171605110168,3,election 
1460,1460,since election to us house of representatives in joe courtney served as independent voice and tireless advocate for eastern connecticut,COURTNEY JOSEPH D,3,election ,"['__label__3', 0.9863731861114502, '', '']","['__label__3', 0.9863731861114502]","['', '']",3,0.9863731861114502,,,for,0.952690601348877,3,election 
1461,1461,prior to election in courtney represented vernon in th house district in connecticut general assembly for four terms from to,COURTNEY JOSEPH D,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5874974727630615,,
1462,1462,republicans positions on climate change,COURTNEY JOSEPH D,10,environment,"['__label__10', 1.0000100135803223, '', '']","['__label__10', 1.0000100135803223]","['', '']",10,1.0000100135803223,,,for,0.934133768081665,10,environment
1463,1463,medicare buyin and health care stabilization act,COURTNEY JOSEPH D,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.9863641858100891,5,healthcare
1464,1464, told head of va connecticut healthcare system might uptick in people accessing va services,COURTNEY JOSEPH D,5,healthcare,"['__label__5', 0.9149109721183777, '', '']","['__label__5', 0.9149109721183777]","['', '']",5,0.9149109721183777,,,for,0.8096976280212402,5,healthcare
1465,1465,million americans could gain health insurance under hillary clintons proposal to provide families tax credit to help pay for premiums,COURTNEY JOSEPH D,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8049058318138123,,
1466,1466, congressman courtney also fought for subase new london,COURTNEY JOSEPH D,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7577974796295166,,
1467,1467,with growing demand for skilled defense and aerospace workers,COURTNEY JOSEPH D,9,immigration,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.720786988735199,,
1468,1468, in hundreds of small businesses and skilled manufacturing firms support work at shipyard,COURTNEY JOSEPH D,9,immigration,"['__label__2', 0.5698626637458801, '', '']","['__label__2', 0.5698626637458801]","['', '']",2,0.5698626637458801,,,for,0.985963761806488,2,economy 
1469,1469,from southeastern shore to massachusetts border,COURTNEY JOSEPH D,9,immigration,"['__label__9', 0.9496793746948242, '', '']","['__label__9', 0.9496793746948242]","['', '']",9,0.9496793746948242,,,for,0.8457140922546387,9,immigration
1470,1470, thanks to accelerated submarine building and design schedule us rep joe courtney,COURTNEY JOSEPH D,12,infra_transpo,"['__label__12', 0.9924327731132507, '', '']","['__label__12', 0.9924327731132507]","['', '']",12,0.9924327731132507,,,for,0.7691774964332581,12,infra_transpo
1471,1471, and prepare for construction,COURTNEY JOSEPH D,12,infra_transpo,"['__label__12', 0.9911626577377319, '', '']","['__label__12', 0.9911626577377319]","['', '']",12,0.9911626577377319,,,for,0.9284288883209229,12,infra_transpo
1472,1472,fras nec future plan proposed construction of new tracks to bypass existing ones along coast,COURTNEY JOSEPH D,12,infra_transpo,"['__label__12', 0.982567548751831, '', '']","['__label__12', 0.982567548751831]","['', '']",12,0.982567548751831,,,for,0.5039410591125488,12,infra_transpo
1473,1473, and over miles of scenic roads and spectacular autumn foliage,COURTNEY JOSEPH D,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6409866213798523,,
1474,1474,building just one submarine per year,COURTNEY JOSEPH D,12,infra_transpo,"['__label__12', 0.998309314250946, '', '']","['__label__12', 0.998309314250946]","['', '']",12,0.998309314250946,,,against,0.9772577881813049,12,infra_transpo
1475,1475, enthusiastically endorsing labor secretary tom perezs candidacy for chair of democratic national committee,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.6297846436500549, '', '']","['__label__1', 0.6297846436500549]","['', '']",1,0.6297846436500549,,,for,0.6597946882247925,1,occupation
1476,1476,farmers enough problems without to deal with us agriculture secretary whose lack of concern for appallingly apparent,COURTNEY JOSEPH D,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6953748464584351,,
1477,1477, farmers hurting badly,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9973783493041992, '', '']","['__label__1', 0.9973783493041992]","['', '']",1,0.9973783493041992,,,for,0.8430847525596619,1,occupation
1478,1478,company hiring thousands of workers to fill positions as engineers,COURTNEY JOSEPH D,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8138694763183594,,
1479,1479,as many as highskilled manufacturing and jobs filled year and estimated in next years,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9867871999740601, '', '']","['__label__1', 0.9867871999740601]","['', '']",1,0.9867871999740601,,,for,0.7246196269989014,1,occupation
1480,1480, ensuring hardworking americans pay in to social security financial security deserve retire,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9947898983955383, '', '']","['__label__1', 0.9947898983955383]","['', '']",1,0.9947898983955383,,,for,0.5248200297355652,1,occupation
1481,1481, democrat brought home defense jobs,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9991269707679749, '', '']","['__label__1', 0.9991269707679749]","['', '']",1,0.9991269707679749,,,for,0.6874058842658997,1,occupation
1482,1482, cutting taxes for rich and repealing protection for preexisting conditions extremely unpopular,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9875783920288086, '', '']","['__label__1', 0.9875783920288086]","['', '']",1,0.9875783920288086,,,for,0.8208034038543701,1,occupation
1483,1483, farmers cow group of six local,COURTNEY JOSEPH D,1,occupation,"['__label__7', 0.9960646033287048, '', '']","['__label__7', 0.9960646033287048]","['', '']",7,0.9960646033287048,,,for,0.8302819132804871,7,domestic_policy
1484,1484, courtney fought to protect jobs in region and to expand opportunities for connecticut businesses,COURTNEY JOSEPH D,1,occupation,"['__label__1', 0.9659096002578735, '', '']","['__label__1', 0.9659096002578735]","['', '']",1,0.9659096002578735,,,for,0.6751295328140259,1,occupation
1485,1485, on day announced new national security strategy purported to challenge russia,COURTNEY JOSEPH D,6,security_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6709235906600952,,
1486,1486, universities and military bases,COURTNEY JOSEPH D,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,for,0.7573264837265015,6,security_policy
1487,1487, still hangs in us capitol rotunda along with several of paintings,COURTNEY JOSEPH D,6,security_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.54590904712677,,
1488,1488, securing more than million in new military construction at base to ensure new englands largest military installation thrive well into st century,COURTNEY JOSEPH D,6,security_policy,"['__label__6', 0.9883227348327637, '', '']","['__label__6', 0.9883227348327637]","['', '']",6,0.9883227348327637,,,against,0.8636146187782288,6,security_policy
1489,1489, and despite member of minority party in house of representatives,COURTNEY JOSEPH D,0,social_policy,"['__label__0', 0.5156299471855164, '', '']","['__label__0', 0.5156299471855164]","['', '']",0,0.5156299471855164,,,for,0.7725136876106262,0,social_policy
1490,1490,to identify local shared objects on computer and adjust settings,COX TERRANCE JOHN (TJ),7,domestic_policy,"['__label__7', 0.9914325475692749, '', '']","['__label__7', 0.9914325475692749]","['', '']",7,0.9914325475692749,,,for,0.9275462627410889,7,domestic_policy
1491,1491,no control over security of sites on internet might visit,COX TERRANCE JOHN (TJ),7,domestic_policy,"['__label__7', 0.9959398508071899, '', '']","['__label__7', 0.9959398508071899]","['', '']",7,0.9959398508071899,,,for,0.5686486959457397,7,domestic_policy
1492,1492,congressman tj cox discusses local oil industry,COX TERRANCE JOHN (TJ),7,domestic_policy,"['__label__7', 0.9942797422409058, '', '']","['__label__7', 0.9942797422409058]","['', '']",7,0.9942797422409058,,,for,0.686824381351471,7,domestic_policy
1493,1493,need system works for families and economy,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.6513648629188538, '', '']","['__label__2', 0.6513648629188538]","['', '']",2,0.6513648629188538,,,for,0.8554337620735168,2,economy 
1494,1494,introduced legislation would increase funding for services in rural areas,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.9579222798347473, '', '']","['__label__2', 0.9579222798347473]","['', '']",2,0.9579222798347473,,,for,0.7059670686721802,2,economy 
1495,1495, tj secured hardtoget funding for community health clinics across central valley,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.9304682612419128, '', '']","['__label__2', 0.9304682612419128]","['', '']",2,0.9304682612419128,,,for,0.8465021252632141,2,economy 
1496,1496,protect and expand export markets,COX TERRANCE JOHN (TJ),2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7887468338012695,,
1497,1497, fight for fair trade deals,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.7057950496673584, '', '']","['__label__2', 0.7057950496673584]","['', '']",2,0.7057950496673584,,,for,0.9977415204048157,2,economy 
1498,1498, tj knows and appreciates value and contributions immigrants make to communities and country,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.9732507467269897, '', '']","['__label__2', 0.9732507467269897]","['', '']",2,0.9732507467269897,,,for,0.959952175617218,2,economy 
1499,1499,for valleys businesses to thrive,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.9937201142311096, '', '']","['__label__2', 0.9937201142311096]","['', '']",2,0.9937201142311096,,,for,0.9131055474281311,2,economy 
1500,1500, built businesses from ground up,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.8991314172744751, '', '']","['__label__2', 0.8991314172744751]","['', '']",2,0.8991314172744751,,,for,0.6602881550788879,2,economy 
1501,1501, and delivered millions in funding for desperately needed water storage and infrastructure,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.7606606483459473, '', '']","['__label__2', 0.7606606483459473]","['', '']",2,0.7606606483459473,,,for,0.8843806982040405,2,economy 
1502,1502, raised money for projects located in economically disadvantaged neighborhoods throughout central valley helping build health clinics,COX TERRANCE JOHN (TJ),2,economy ,"['__label__2', 0.7931159734725952, '', '']","['__label__2', 0.7931159734725952]","['', '']",2,0.7931159734725952,,,for,0.599695086479187,2,economy 
1503,1503, holding universities accountable for student success,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 0.8031837940216064, '', '']","['__label__4', 0.8031837940216064]","['', '']",4,0.8031837940216064,,,for,0.6162289381027222,4,education
1504,1504, and helping students graduate on time and ready to join workforce,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 0.9808859825134277, '', '']","['__label__4', 0.9808859825134277]","['', '']",4,0.9808859825134277,,,for,0.9082627892494202,4,education
1505,1505, yet many rural school districts lack access to opportunities,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 0.9466066956520081, '', '']","['__label__4', 0.9466066956520081]","['', '']",4,0.9466066956520081,,,against,0.8482649922370911,4,education
1506,1506, and worked to protect daca students from discrimination in colleges,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 0.7826725244522095, '', '']","['__label__4', 0.7826725244522095]","['', '']",4,0.7826725244522095,,,for,0.6916747093200684,4,education
1507,1507, would help students receive federal financial aid to finish studies and graduate on time,COX TERRANCE JOHN (TJ),4,education,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7710579037666321,,
1508,1508, supporting education,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.9976252317428589,4,education
1509,1509,kern valley high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9882583022117615,4,education
1510,1510,frazier mountain high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9856970906257629,4,education
1511,1511,pioneer middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9564282894134521,4,education
1512,1512,stella hills elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9165996313095093,4,education
1513,1513,independence elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9435113668441772,4,education
1514,1514,james curran middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9283781051635742,4,education
1515,1515,fairview elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9429477453231812,4,education
1516,1516,munsey elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9456972479820251,4,education
1517,1517,granite pointe elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.918278157711029,4,education
1518,1518,emerson middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.956926703453064,4,education
1519,1519,veterans elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.8176818490028381,4,education
1520,1520,columbia elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9453396797180176,4,education
1521,1521,bill williams elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9379661679267883,4,education
1522,1522,laurelglen elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9450114965438843,4,education
1523,1523,virginia avenue elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.914754331111908,4,education
1524,1524,rosedale middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9542022943496704,4,education
1525,1525,voorhies elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9449982643127441,4,education
1526,1526,casa loma elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9145916700363159,4,education
1527,1527,leo pauly elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9153346419334412,4,education
1528,1528,shirley lane elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9149678349494934,4,education
1529,1529,tevis junior high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9857755899429321,4,education
1530,1530,paul cato middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.8845803737640381,4,education
1531,1531,horizon elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9471274614334106,4,education
1532,1532,discovery elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9462487697601318,4,education
1533,1533,berkshire elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9464539289474487,4,education
1534,1534,patriot elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9449619650840759,4,education
1535,1535,panamabuena vista school district,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9496492743492126,4,education
1536,1536,juliet thorner elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9173234701156616,4,education
1537,1537,del rio elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.8276622295379639,4,education
1538,1538,rosedale north elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9138013124465942,4,education
1539,1539,lakeside union elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.865324854850769,4,education
1540,1540,standard school district,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9422363638877869,4,education
1541,1541,pioneer drive elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9185658097267151,4,education
1542,1542,almondale elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9450949430465698,4,education
1543,1543,lynch elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9437267184257507,4,education
1544,1544,north kern community school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 0.9995794296264648, '', '']","['__label__4', 0.9995794296264648]","['', '']",4,0.9995794296264648,,,for,0.5730926990509033,4,education
1545,1545,centennial elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9480806589126587,4,education
1546,1546,norris elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9462385177612305,4,education
1547,1547,william bimat elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9146009683609009,4,education
1548,1548,terrace elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9446319937705994,4,education
1549,1549,actis junior high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9856054782867432,4,education
1550,1550,american elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.892088770866394,4,education
1551,1551,greenfield union school district,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9176129102706909,4,education
1552,1552,cesar chavez elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.91434246301651,4,education
1553,1553,sequoia middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9556872844696045,4,education
1554,1554,freedom middle school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9059829115867615,4,education
1555,1555,endeavour elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9447351098060608,4,education
1556,1556,panama elementary school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9467723965644836,4,education
1557,1557,stonecreek junior high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9857988953590393,4,education
