,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
6297,6297,fought tirelessly to cut wasteful spending and reduce red tape of bureaucracy of federal government,SCHWEIKERT DAVID S,2,economy ,"['__label__2', 0.6723417043685913, '', '']","['__label__2', 0.6723417043685913]","['', '']",2,0.6723417043685913,,,for,0.7647345066070557,2,economy 
6298,6298,strong economy creates jobs,SCHWEIKERT DAVID S,2,economy ,"['__label__1', 0.9732507467269897, '__label__2', 0.9046605229377747]","['__label__1', 0.9732507467269897]","['__label__2', 0.9046605229377747]",1,0.9732507467269897,,,against,0.5342848300933838,1,occupation
6299,6299,helping foster new hyperefficient economy one of highest priorities,SCHWEIKERT DAVID S,2,economy ,"['__label__2', 0.5156299471855164, '', '']","['__label__2', 0.5156299471855164]","['', '']",2,0.5156299471855164,,,against,0.7390902638435364,2,economy 
6300,6300,thank for taking time to visit campaign website,SCHWEIKERT DAVID S,3,election ,"['__label__3', 0.9963027834892273, '', '']","['__label__3', 0.9963027834892273]","['', '']",3,0.9963027834892273,,,for,0.5388156771659851,3,election 
6301,6301,far too many politicians in washington believe nothing wrong with continuing to spend and borrow money,SCHWEIKERT DAVID S,3,election ,"['__label__2', 0.5621865391731262, '', '']","['__label__2', 0.5621865391731262]","['', '']",2,0.5621865391731262,,,for,0.8523110747337341,2,economy 
6302,6302, or standing firm against democrats proposals to increase taxes,SCHWEIKERT DAVID S,3,election ,"['__label__3', 0.9875783920288086, '', '']","['__label__3', 0.9875783920288086]","['', '']",3,0.9875783920288086,,,against,0.8308801651000977,3,election 
6303,6303, david not support amnesty and fought against former president obamas policies to incentivize illegal border crossing,SCHWEIKERT DAVID S,3,election ,"['__label__9', 0.6513648629188538, '', '']","['__label__9', 0.6513648629188538]","['', '']",9,0.6513648629188538,,,against,0.5109612345695496,9,immigration
6304,6304,david schweikert knows politicians in washington dont create jobs,SCHWEIKERT DAVID S,3,election ,"['__label__1', 0.6370407938957214, '', '']","['__label__1', 0.6370407938957214]","['', '']",1,0.6370407938957214,,,against,0.7224956750869751,1,occupation
6305,6305,technology changing at such rapid pace innovations completed uncontrollable anathema to with vested interests in dcs topdown regulatory structure,SCHWEIKERT DAVID S,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6282016038894653,,
6306,6306,fought against eric holders department of justice to prevent tracking and cataloging of multiple gun purchases by citizens in arizona,SCHWEIKERT DAVID S,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.9030861258506775,,
6307,6307,comes from desert earth and causes disease known as valley fever,SCHWEIKERT DAVID S,10,environment,"['__label__10', 0.9755869507789612, '', '']","['__label__10', 0.9755869507789612]","['', '']",10,0.9755869507789612,,,against,0.5608571767807007,10,environment
6308,6308,washingtons continued failure to secure border and stem flow of illegal entries threatens both security of people and sovereignty of nation,SCHWEIKERT DAVID S,9,immigration,"['__label__9', 0.9770326614379883, '', '']","['__label__9', 0.9770326614379883]","['', '']",9,0.9770326614379883,,,for,0.8397312760353088,9,immigration
6309,6309,continued flow of illegal border entries,SCHWEIKERT DAVID S,9,immigration,"['__label__9', 1.0000100135803223, '', '']","['__label__9', 1.0000100135803223]","['', '']",9,1.0000100135803223,,,for,0.7995529770851135,9,immigration
6310,6310, working with transportation and infrastructure committee,SCHWEIKERT DAVID S,12,infra_transpo,"['__label__12', 1.0000100135803223, '', '']","['__label__12', 1.0000100135803223]","['', '']",12,1.0000100135803223,,,for,0.5120025873184204,12,infra_transpo
6311,6311, david schweikert not support raising taxes and never vote to increase taxes,SCHWEIKERT DAVID S,1,occupation,"['__label__1', 0.9982553720474243, '__label__3', 0.7186043858528137]","['__label__1', 0.9982553720474243]","['__label__3', 0.7186043858528137]",1,0.9982553720474243,,,for,0.9901071786880493,1,occupation
6312,6312, farmers and in construction industry,SCHWEIKERT DAVID S,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8035773038864136,,
6313,6313,peertopeer lending could to community banks internet to travel agencies,SCHWEIKERT DAVID S,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8946975469589233,,
6314,6314,cdc statistics show reported cases of valley fever risen ninefold since,SCHWEIKERT DAVID S,13,public_health,"['__label__13', 0.9903015494346619, '', '']","['__label__13', 0.9903015494346619]","['', '']",13,0.9903015494346619,,,for,0.619664192199707,13,public_health
6315,6315,every branch of united states military bases in endemic regions,SCHWEIKERT DAVID S,6,security_policy,"['__label__6', 0.9958112239837646, '', '']","['__label__6', 0.9958112239837646]","['', '']",6,0.9958112239837646,,,for,0.6605046987533569,6,security_policy
6316,6316, putting military men and women at risk,SCHWEIKERT DAVID S,6,security_policy,"['__label__6', 0.9974591135978699, '', '']","['__label__6', 0.9974591135978699]","['', '']",6,0.9974591135978699,,,for,0.8555947542190552,6,security_policy
6317,6317, minority populations of african,SCHWEIKERT DAVID S,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6925367712974548,,
6318,6318, immersed into local political scene to advocate for conservatism,SCOTT JOSHUA,7,domestic_policy,"['__label__7', 0.9284188151359558, '', '']","['__label__7', 0.9284188151359558]","['', '']",7,0.9284188151359558,,,for,0.9984872937202454,7,domestic_policy
6319,6319,thank for interest in campaign,SCOTT JOSHUA,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.6762252449989319,3,election 
6320,6320, us proud americans must unite against career politicians not acted in interests of people,SCOTT JOSHUA,3,election ,"['__label__3', 0.9511522054672241, '', '']","['__label__3', 0.9511522054672241]","['', '']",3,0.9511522054672241,,,against,0.9528383016586304,3,election 
6321,6321, just one month before primary election,SCOTT JOSHUA,3,election ,"['__label__3', 0.9986850023269653, '', '']","['__label__3', 0.9986850023269653]","['', '']",3,0.9986850023269653,,,against,0.9959613084793091,3,election 
6322,6322,with significantly abridged campaign and inspired community thrilled to finally choice,SCOTT JOSHUA,3,election ,"['__label__3', 0.9019306898117065, '', '']","['__label__3', 0.9019306898117065]","['', '']",3,0.9019306898117065,,,for,0.8353084325790405,3,election 
6323,6323,officials on issues of immigration and information disclosure,SCOTT JOSHUA,9,immigration,"['__label__9', 0.9905974268913269, '', '']","['__label__9', 0.9905974268913269]","['', '']",9,0.9905974268913269,,,for,0.949537992477417,9,immigration
6324,6324, in both taxes and regulations placed on smallbusinesses and wage earners,SCOTT JOSHUA,1,occupation,"['__label__1', 0.9952548146247864, '', '']","['__label__1', 0.9952548146247864]","['', '']",1,0.9952548146247864,,,for,0.9557589888572693,1,occupation
6325,6325,after careful consideration and strong support from local community,SCOTT JOSHUA,13,public_health,"['__label__13', 0.9855064153671265, '', '']","['__label__13', 0.9855064153671265]","['', '']",13,0.9855064153671265,,,for,0.9989565014839172,13,public_health
6326,6326, and received briefings from military officers,SCOTT JOSHUA,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,for,0.6309798955917358,6,security_policy
6327,6327,many reasons compelled to enter race to representative chief among love for great country and for beautiful southern california,SCOTT JOSHUA,0,social_policy,"['__label__0', 0.9688661694526672, '', '']","['__label__0', 0.9688661694526672]","['', '']",0,0.9688661694526672,,,for,0.744105339050293,0,social_policy
6328,6328, became first black woman partner at local law office,SEWELL TERRI A,7,domestic_policy,"['__label__7', 0.960371196269989, '', '']","['__label__7', 0.960371196269989]","['', '']",7,0.960371196269989,,,against,0.6227414011955261,7,domestic_policy
6329,6329,from time as one of only black public finance lawyers in alabama,SEWELL TERRI A,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.9604862332344055,,
6330,6330,daughter of former high school basketball coach and retired high school librarian,SEWELL TERRI A,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9346191883087158,4,education
6331,6331, high school librarian,SEWELL TERRI A,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9927169680595398,4,education
6332,6332, terri went to public school in selma,SEWELL TERRI A,4,education,"['__label__4', 0.9972090721130371, '', '']","['__label__4', 0.9972090721130371]","['', '']",4,0.9972090721130371,,,for,0.5308565497398376,4,education
6333,6333,elected student council president,SEWELL TERRI A,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.7470386028289795,4,education
6334,6334,with help of federal student aid and academic scholarships,SEWELL TERRI A,4,education,"['__label__4', 0.6370407938957214, '', '']","['__label__4', 0.6370407938957214]","['', '']",4,0.6370407938957214,,,for,0.7780907154083252,4,education
6335,6335,sewells voting rights advancement act passes in house,SEWELL TERRI A,3,election ,"['__label__3', 0.9304682612419128, '', '']","['__label__3', 0.9304682612419128]","['', '']",3,0.9304682612419128,,,for,0.6689714193344116,3,election 
6336,6336,building on history of empowerment,SEWELL TERRI A,12,infra_transpo,"['__label__12', 0.9964163899421692, '', '']","['__label__12', 0.9964163899421692]","['', '']",12,0.9964163899421692,,,for,0.8111110329627991,12,infra_transpo
6337,6337, delivered financing for new campus facilities at alabama state university,SEWELL TERRI A,12,infra_transpo,"['__label__12', 0.9937201142311096, '', '']","['__label__12', 0.9937201142311096]","['', '']",12,0.9937201142311096,,,against,0.6305558681488037,12,infra_transpo
6338,6338,both father and mother held careers in selma public school system,SEWELL TERRI A,1,occupation,"['__label__4', 0.9579222798347473, '', '']","['__label__4', 0.9579222798347473]","['', '']",4,0.9579222798347473,,,for,0.536580502986908,4,education
6339,6339,while began legal career in new york city,SEWELL TERRI A,1,occupation,"['__label__1', 0.5544804334640503, '', '']","['__label__1', 0.5544804334640503]","['', '']",1,0.5544804334640503,,,against,0.9964004158973694,1,occupation
6340,6340, jahana hayes urge women in birmingham to run for office,SEWELL TERRI A,0,social_policy,"['__label__0', 0.9954004287719727, '', '']","['__label__0', 0.9954004287719727]","['', '']",0,0.9954004287719727,,,for,0.7616774439811707,0,social_policy
6341,6341,nobody tells about woman in politics,SEWELL TERRI A,0,social_policy,"['__label__0', 0.9955416321754456, '', '']","['__label__0', 0.9955416321754456]","['', '']",0,0.9955416321754456,,,for,0.708092451095581,0,social_policy
6342,6342,youre woman running for office,SEWELL TERRI A,0,social_policy,"['__label__0', 0.9450047016143799, '', '']","['__label__0', 0.9450047016143799]","['', '']",0,0.9450047016143799,,,against,0.6374064683914185,0,social_policy
6343,6343, shown on sites on internet,SHERMAN BRAD,7,domestic_policy,"['__label__7', 0.9802908897399902, '', '']","['__label__7', 0.9802908897399902]","['', '']",7,0.9802908897399902,,,for,0.9717332720756531,7,domestic_policy
6344,6344, entrepreneurship and capital markets,SHERMAN BRAD,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9479606747627258,,
6345,6345,reduce interest rate on student loans without cost to government,SHERMAN BRAD,4,education,"['__label__4', 0.9921941161155701, '', '']","['__label__4', 0.9921941161155701]","['', '']",4,0.9921941161155701,,,for,0.9181165099143982,4,education
6346,6346, federal aid to education,SHERMAN BRAD,4,education,"['__label__4', 0.997894287109375, '', '']","['__label__4', 0.997894287109375]","['', '']",4,0.997894287109375,,,for,0.9619944095611572,4,education
6347,6347,sure to check blog on election night to get uptotheminute return information from la county registrar on brad shermans race for reelection,SHERMAN BRAD,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8782503008842468,,
6348,6348,brad sherman election night updates nov sure to check blog on election night to get uptotheminute return information from la county registrar on brad shermans race for reelection,SHERMAN BRAD,3,election ,"['__label__3', 0.8933194279670715, '', '']","['__label__3', 0.8933194279670715]","['', '']",3,0.8933194279670715,,,for,0.8109016418457031,3,election 
6349,6349,please join campaign for congress,SHERMAN BRAD,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.6741300821304321,3,election 
6350,6350,please let know youd like to involved in campaign,SHERMAN BRAD,3,election ,"['__label__3', 0.9984612464904785, '', '']","['__label__3', 0.9984612464904785]","['', '']",3,0.9984612464904785,,,for,0.5853511691093445,3,election 
6351,6351,find out whats happening with campaign and in congress,SHERMAN BRAD,3,election ,"['__label__3', 0.9149109721183777, '', '']","['__label__3', 0.9149109721183777]","['', '']",3,0.9149109721183777,,,for,0.5279901623725891,3,election 
6352,6352,consumer rights advocate,SHERMAN BRAD,3,election ,"['__label__3', 0.9987651705741882, '', '']","['__label__3', 0.9987651705741882]","['', '']",3,0.9987651705741882,,,for,0.9998345971107483,3,election 
6353,6353, and promote just and effective us foreign policy,SHERMAN BRAD,8,foreign_policy,"['__label__8', 0.9859463572502136, '', '']","['__label__8', 0.9859463572502136]","['', '']",8,0.9859463572502136,,,against,0.6395418047904968,8,foreign_policy
6354,6354,sherman up by at pm expects lead to increase nov sherman oaks brad sherman up by points at pm,SHERMAN BRAD,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5790995359420776,,
6355,6355, real healthcare reform,SHERMAN BRAD,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,against,0.5776937007904053,5,healthcare
6356,6356, and protection of social security and medicare,SHERMAN BRAD,5,healthcare,"['__label__5', 0.7248802781105042, '', '']","['__label__5', 0.7248802781105042]","['', '']",5,0.7248802781105042,,,for,0.9518978595733643,5,healthcare
6357,6357,accelerate construction of new northbound lane on freeway,SHERMAN BRAD,12,infra_transpo,"['__label__12', 0.9841036200523376, '', '']","['__label__12', 0.9841036200523376]","['', '']",12,0.9841036200523376,,,for,0.5830668807029724,12,infra_transpo
